            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3401.0.55.004 Overseas Travel Statistics, Provisional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Total Movement, Arrivals and Departures - Country of Citizenship(a)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Released at 11.30 am (Canberra time) 15 December 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 1.2 Total Movement, Departures by Country of Citizenship(a), Sep-2016 to Nov-2020(b)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SACC code(a),Country of citizenship(a),Sep-2016,Oct-2016,Nov-2016,Dec-2016,Jan-2017,Feb-2017,Mar-2017,Apr-2017,May-2017,Jun-2017,Jul-2017,Aug-2017,Sep-2017,Oct-2017,Nov-2017,Dec-2017,Jan-2018,Feb-2018,Mar-2018,Apr-2018,May-2018,Jun-2018,Jul-2018,Aug-2018,Sep-2018,Oct-2018,Nov-2018,Dec-2018,Jan-2019,Feb-2019,Mar-2019,Apr-2019,May-2019,Jun-2019,Jul-2019,Aug-2019,Sep-2019,Oct-2019,Nov-2019,Dec-2019,Jan-2020,Feb-2020,Mar-2020,Apr-2020,May-2020,Jun-2020,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,
2407,Sweden,"1,860 ","2,660 ","4,780 ","4,970 ","10,800 ","5,380 ","5,950 ","4,540 ","3,010 ","2,960 ","2,910 ","2,030 ","1,800 ","2,760 ","4,720 ","5,020 ","10,940 ","5,800 ","5,700 ","4,360 ","2,840 ","2,670 ","2,960 ","2,190 ","1,920 ","2,570 ","4,450 ","4,820 ","11,530 ","5,300 ","5,500 ","3,980 ","2,920 ","2,440 ","2,940 ","2,040 ","1,650 ","2,400 ","4,050 ","4,420 ","10,960 ","4,780 ","4,370 ","1,110 ",210 ,230 ,240 ,150 ,80 ,70,60,
2408,Aland Islands,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
3101,Andorra,10 ,0 ,0 ,10 ,10 ,10 ,10 ,10 ,0 ,10 ,10 ,20 ,10 ,0 ,10 ,0 ,10 ,10 ,10 ,10 ,10 ,0 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,0 ,10 ,0 ,10 ,10 ,0 ,10 ,0 ,10 ,10 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
3102,Gibraltar,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
3103,Holy See,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
3104,Italy,"8,750 ","7,530 ","7,680 ","9,150 ","13,840 ","8,490 ","9,240 ","7,760 ","7,020 ","6,920 ","7,940 ","11,710 ","8,930 ","7,790 ","7,600 ","9,510 ","13,870 ","8,740 ","9,630 ","7,750 ","7,320 ","7,500 ","8,520 ","12,150 ","9,140 ","7,850 ","7,940 ","9,410 ","14,020 ","8,840 ","10,130 ","7,440 ","7,840 ","7,290 ","8,190 ","12,110 ","8,540 ","7,410 ","8,090 ","9,700 ","14,020 ","8,070 ","6,070 ","1,440 ",770 ,690 ,"1,050 ",630 ,440 ,320,260,
3105,Malta,240 ,150 ,150 ,250 ,420 ,270 ,250 ,210 ,210 ,200 ,200 ,240 ,190 ,170 ,150 ,210 ,450 ,250 ,280 ,290 ,230 ,220 ,200 ,270 ,240 ,190 ,200 ,250 ,520 ,260 ,220 ,240 ,220 ,200 ,180 ,270 ,270 ,150 ,220 ,270 ,480 ,250 ,300 ,30 ,0 ,10 ,30 ,20 ,10 ,10,0,
3106,Portugal,"1,100 ","1,170 ","1,270 ","1,930 ","1,980 ","1,260 ","1,440 ","1,540 ","1,160 ","1,120 ","1,210 ","1,620 ","1,170 ","1,210 ","1,410 ","1,920 ","2,130 ","1,560 ","1,440 ","1,380 ","1,120 ","1,200 ","1,390 ","1,990 ","1,350 ","1,300 ","1,660 ","2,030 ","2,130 ","1,570 ","1,470 ","1,640 ","1,250 ","1,200 ","1,490 ","1,920 ","1,200 ","1,320 ","1,360 ","1,980 ","2,180 ","1,300 ","1,120 ",90 ,70 ,100 ,100 ,70 ,50 ,40,80,
3107,San Marino,0 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
3108,Spain,"3,770 ","3,960 ","3,930 ","4,760 ","4,790 ","3,330 ","3,950 ","4,190 ","2,900 ","3,390 ","3,710 ","5,080 ","3,890 ","4,240 ","3,970 ","5,000 ","5,270 ","3,620 ","4,700 ","4,060 ","3,530 ","3,620 ","4,210 ","5,550 ","4,240 ","4,360 ","4,230 ","5,330 ","5,690 ","4,040 ","4,580 ","4,470 ","3,830 ","3,790 ","4,230 ","5,700 ","3,970 ","4,220 ","4,230 ","5,130 ","5,960 ","3,890 ","4,240 ",920 ,270 ,410 ,620 ,350 ,210 ,120,90,
3201,Albania,60 ,30 ,40 ,70 ,50 ,40 ,60 ,40 ,60 ,70 ,110 ,60 ,50 ,30 ,50 ,40 ,70 ,50 ,70 ,50 ,60 ,90 ,80 ,70 ,40 ,40 ,40 ,80 ,90 ,50 ,90 ,50 ,90 ,60 ,100 ,90 ,40 ,50 ,60 ,70 ,80 ,50 ,50 ,0 ,0 ,20 ,20 ,10 ,0 ,0,10,
3202,Bosnia and Herzegovina,60 ,90 ,70 ,120 ,210 ,160 ,140 ,130 ,120 ,120 ,140 ,110 ,50 ,70 ,80 ,100 ,220 ,130 ,150 ,140 ,120 ,130 ,130 ,110 ,60 ,80 ,80 ,110 ,220 ,200 ,150 ,130 ,150 ,130 ,150 ,120 ,60 ,80 ,70 ,120 ,260 ,190 ,130 ,0 ,10 ,30 ,50 ,20 ,10 ,10,0,
3203,Bulgaria,170 ,150 ,290 ,270 ,450 ,310 ,310 ,270 ,250 ,200 ,170 ,190 ,200 ,190 ,310 ,380 ,500 ,330 ,430 ,300 ,250 ,180 ,260 ,260 ,240 ,200 ,350 ,330 ,460 ,340 ,390 ,250 ,210 ,180 ,210 ,220 ,190 ,200 ,300 ,280 ,490 ,390 ,280 ,40 ,20 ,50 ,50 ,30 ,20 ,20,20,
3204,Croatia,240 ,230 ,320 ,380 ,860 ,500 ,470 ,370 ,340 ,310 ,310 ,350 ,210 ,270 ,310 ,420 ,940 ,530 ,500 ,400 ,300 ,280 ,360 ,320 ,220 ,280 ,330 ,400 ,890 ,510 ,490 ,390 ,310 ,300 ,400 ,380 ,280 ,260 ,330 ,460 ,"1,010 ",530 ,400 ,50 ,30 ,70 ,70 ,50 ,30 ,20,30,
3205,Cyprus,130 ,120 ,150 ,170 ,430 ,180 ,160 ,150 ,150 ,110 ,140 ,190 ,150 ,150 ,120 ,150 ,370 ,200 ,190 ,230 ,130 ,120 ,120 ,210 ,130 ,150 ,180 ,180 ,420 ,180 ,220 ,140 ,130 ,100 ,140 ,150 ,150 ,130 ,120 ,170 ,400 ,210 ,120 ,10 ,10 ,20 ,40 ,20 ,0 ,0,10,
3206,North Macedonia,100 ,130 ,130 ,170 ,330 ,310 ,330 ,200 ,250 ,230 ,260 ,170 ,140 ,120 ,130 ,210 ,360 ,290 ,340 ,270 ,310 ,270 ,330 ,220 ,170 ,120 ,130 ,160 ,390 ,320 ,310 ,270 ,310 ,290 ,310 ,210 ,120 ,130 ,180 ,200 ,390 ,360 ,220 ,50 ,40 ,40 ,140 ,50 ,30 ,40,10,
3207,Greece,560 ,550 ,770 ,960 ,"1,480 ",960 ,990 ,880 ,810 ,780 ,870 ,880 ,650 ,600 ,730 ,960 ,"1,580 ","1,010 ","1,070 ",940 ,740 ,870 ,940 ,830 ,690 ,610 ,700 ,950 ,"1,460 ","1,010 ","1,040 ",820 ,820 ,750 ,950 ,890 ,710 ,600 ,700 ,930 ,"1,450 ",930 ,770 ,140 ,110 ,100 ,190 ,110 ,70 ,40,50,
3208,Moldova,20 ,20 ,20 ,20 ,30 ,20 ,30 ,20 ,20 ,20 ,20 ,20 ,10 ,10 ,20 ,20 ,30 ,20 ,30 ,30 ,20 ,20 ,10 ,20 ,20 ,10 ,20 ,20 ,30 ,30 ,30 ,20 ,20 ,20 ,10 ,10 ,20 ,40 ,30 ,20 ,50 ,20 ,10 ,10 ,0 ,0 ,10 ,10 ,0 ,0,0,
3211,Romania,430 ,410 ,630 ,640 ,"1,010 ",670 ,610 ,520 ,450 ,380 ,400 ,390 ,390 ,440 ,520 ,640 ,"1,200 ",700 ,730 ,630 ,450 ,420 ,410 ,430 ,420 ,540 ,660 ,600 ,"1,310 ",760 ,780 ,560 ,500 ,390 ,410 ,460 ,450 ,470 ,720 ,730 ,"1,310 ",750 ,590 ,80 ,40 ,70 ,90 ,70 ,50 ,40,40,
3212,Slovenia,160 ,220 ,240 ,250 ,440 ,400 ,350 ,270 ,240 ,180 ,200 ,220 ,190 ,190 ,260 ,320 ,550 ,400 ,410 ,220 ,210 ,160 ,230 ,240 ,200 ,180 ,280 ,290 ,520 ,360 ,400 ,230 ,220 ,180 ,250 ,220 ,190 ,170 ,270 ,330 ,500 ,390 ,240 ,50 ,10 ,20 ,30 ,10 ,10 ,10,0,
3214,Montenegro,10 ,20 ,30 ,30 ,50 ,30 ,30 ,30 ,30 ,20 ,20 ,30 ,10 ,20 ,10 ,30 ,40 ,40 ,20 ,20 ,10 ,30 ,30 ,30 ,10 ,10 ,20 ,30 ,60 ,30 ,40 ,30 ,20 ,20 ,30 ,20 ,20 ,10 ,20 ,30 ,50 ,50 ,30 ,0 ,0 ,10 ,10 ,10 ,0 ,0,0,
3215,Serbia,240 ,200 ,210 ,280 ,580 ,460 ,410 ,330 ,310 ,250 ,290 ,280 ,250 ,220 ,230 ,320 ,610 ,490 ,450 ,320 ,320 ,280 ,290 ,270 ,210 ,220 ,230 ,310 ,600 ,430 ,430 ,340 ,310 ,320 ,270 ,280 ,240 ,230 ,270 ,360 ,650 ,510 ,360 ,60 ,20 ,100 ,120 ,40 ,20 ,10,30,
3216,Kosovo,10 ,10 ,20 ,10 ,20 ,30 ,20 ,10 ,10 ,20 ,40 ,10 ,20 ,10 ,0 ,20 ,30 ,10 ,30 ,20 ,10 ,30 ,30 ,20 ,10 ,10 ,20 ,20 ,20 ,20 ,20 ,20 ,20 ,20 ,50 ,20 ,10 ,10 ,10 ,10 ,20 ,20 ,10 ,0 ,10 ,0 ,0 ,10 ,0 ,0,0,
3301,Belarus,50 ,40 ,60 ,100 ,130 ,110 ,110 ,90 ,80 ,70 ,80 ,60 ,60 ,60 ,70 ,90 ,140 ,80 ,110 ,80 ,90 ,90 ,60 ,90 ,60 ,80 ,90 ,100 ,170 ,100 ,130 ,110 ,100 ,80 ,70 ,70 ,50 ,70 ,100 ,140 ,180 ,110 ,100 ,10 ,10 ,10 ,10 ,10 ,10 ,0,0,
3302,Czech Republic,650 ,680 ,"1,160 ","1,130 ","1,760 ","1,360 ","1,670 ","1,140 ",940 ,810 ,920 ,810 ,680 ,780 ,"1,080 ","1,340 ","2,070 ","1,550 ","1,720 ","1,160 ",890 ,890 ,980 ,860 ,750 ,850 ,"1,230 ","1,410 ","2,160 ","1,710 ","1,850 ","1,280 ",930 ,840 ,950 ,870 ,740 ,870 ,"1,190 ","1,370 ","2,090 ","1,570 ","1,430 ",340 ,60 ,70 ,100 ,90 ,40 ,20,10,
3303,Estonia,310 ,340 ,520 ,540 ,600 ,470 ,570 ,390 ,460 ,470 ,550 ,450 ,290 ,350 ,480 ,580 ,710 ,530 ,730 ,420 ,430 ,510 ,540 ,520 ,320 ,500 ,530 ,650 ,830 ,530 ,620 ,470 ,400 ,580 ,570 ,450 ,310 ,370 ,510 ,720 ,700 ,510 ,410 ,130 ,90 ,100 ,90 ,40 ,50 ,30,30,
3304,Hungary,420 ,480 ,950 ,820 ,"1,440 ","1,150 ","1,090 ",800 ,630 ,490 ,610 ,520 ,430 ,640 ,860 ,870 ,"1,580 ","1,180 ","1,060 ",780 ,520 ,540 ,600 ,550 ,500 ,550 ,900 ,790 ,"1,500 ","1,230 ","1,100 ",740 ,570 ,580 ,600 ,580 ,390 ,580 ,920 ,830 ,"1,590 ","1,080 ",780 ,110 ,20 ,60 ,60 ,50 ,20 ,20,10,
3305,Latvia,80 ,90 ,300 ,190 ,410 ,180 ,140 ,130 ,170 ,110 ,120 ,100 ,110 ,120 ,200 ,140 ,300 ,300 ,200 ,140 ,120 ,140 ,120 ,100 ,80 ,110 ,200 ,230 ,390 ,190 ,220 ,170 ,140 ,110 ,150 ,100 ,100 ,140 ,240 ,210 ,360 ,240 ,180 ,30 ,20 ,30 ,20 ,20 ,10 ,10,10,
3306,Lithuania,120 ,160 ,230 ,250 ,400 ,270 ,380 ,330 ,260 ,220 ,200 ,220 ,160 ,240 ,350 ,310 ,510 ,390 ,380 ,330 ,230 ,280 ,310 ,260 ,190 ,230 ,360 ,390 ,510 ,390 ,510 ,380 ,300 ,270 ,280 ,280 ,220 ,230 ,350 ,370 ,540 ,370 ,330 ,60 ,30 ,50 ,50 ,20 ,20 ,20,10,
3307,Poland,"1,520 ","1,480 ","2,740 ","2,250 ","3,590 ","2,850 ","2,760 ","1,970 ","1,860 ","1,380 ","1,440 ","1,650 ","1,450 ","1,650 ","2,520 ","2,560 ","3,950 ","2,960 ","2,790 ","2,040 ","1,880 ","1,500 ","1,700 ","1,880 ","1,660 ","1,660 ","2,950 ","2,870 ","3,960 ","3,370 ","3,420 ","2,150 ","1,930 ","1,560 ","1,690 ","1,800 ","1,650 ","1,790 ","3,390 ","3,020 ","4,340 ","3,360 ","2,420 ",340 ,110 ,200 ,280 ,170 ,80 ,70,40,
3308,Russian Federation,"1,150 ","1,210 ","1,540 ","2,020 ","3,460 ","1,760 ","2,220 ","1,970 ","1,640 ","1,640 ","1,510 ","1,480 ","1,290 ","1,300 ","1,730 ","2,220 ","4,020 ","1,950 ","2,350 ","1,900 ","1,640 ","1,770 ","1,790 ","1,660 ","1,330 ","1,490 ","1,980 ","2,280 ","4,290 ","2,160 ","2,580 ","2,120 ","1,910 ","1,730 ","1,930 ","1,680 ","1,350 ","1,640 ","2,000 ","2,250 ","4,460 ","2,330 ","2,060 ",30 ,90 ,180 ,190 ,220 ,140 ,100,70,
3311,Slovakia,340 ,320 ,490 ,630 ,"1,110 ",690 ,850 ,600 ,540 ,400 ,440 ,500 ,370 ,360 ,470 ,670 ,"1,210 ",760 ,730 ,600 ,440 ,450 ,440 ,470 ,360 ,370 ,590 ,660 ,"1,110 ",770 ,860 ,560 ,490 ,460 ,510 ,400 ,320 ,390 ,570 ,710 ,"1,110 ",740 ,550 ,90 ,30 ,50 ,60 ,40 ,20 ,20,10,
3312,Ukraine,330 ,320 ,520 ,530 ,680 ,470 ,560 ,560 ,490 ,470 ,460 ,430 ,390 ,480 ,470 ,570 ,720 ,570 ,610 ,540 ,540 ,490 ,470 ,480 ,410 ,500 ,530 ,650 ,830 ,690 ,720 ,590 ,600 ,540 ,510 ,520 ,430 ,450 ,560 ,610 ,870 ,670 ,560 ,80 ,50 ,130 ,180 ,160 ,90 ,70,60,
4101,Algeria,30 ,10 ,20 ,20 ,40 ,30 ,20 ,30 ,30 ,20 ,20 ,50 ,20 ,20 ,40 ,40 ,30 ,30 ,40 ,30 ,20 ,20 ,30 ,30 ,30 ,20 ,30 ,40 ,40 ,20 ,20 ,20 ,10 ,20 ,60 ,50 ,20 ,20 ,20 ,40 ,20 ,20 ,20 ,0 ,0 ,0 ,0 ,10 ,0 ,0,0,
4102,Egypt,710 ,470 ,490 ,790 ,680 ,530 ,560 ,670 ,540 ,500 ,630 ,650 ,630 ,520 ,630 ,940 ,700 ,630 ,670 ,650 ,520 ,790 ,720 ,730 ,730 ,550 ,710 ,"1,000 ",820 ,580 ,640 ,700 ,560 ,830 ,790 ,770 ,690 ,580 ,660 ,"1,080 ",860 ,610 ,280 ,30 ,10 ,70 ,150 ,140 ,70 ,60,60,
4103,Libya,20 ,20 ,20 ,10 ,10 ,10 ,10 ,0 ,10 ,10 ,20 ,10 ,10 ,10 ,10 ,20 ,20 ,10 ,0 ,10 ,10 ,20 ,20 ,10 ,0 ,10 ,20 ,40 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,20 ,10 ,0 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
4104,Morocco,90 ,50 ,50 ,80 ,70 ,80 ,60 ,60 ,70 ,50 ,100 ,140 ,70 ,70 ,60 ,100 ,100 ,50 ,140 ,80 ,60 ,70 ,100 ,100 ,100 ,60 ,70 ,110 ,110 ,130 ,100 ,100 ,70 ,90 ,90 ,100 ,90 ,80 ,80 ,130 ,120 ,100 ,40 ,10 ,0 ,0 ,10 ,10 ,10 ,10,10,
4105,Sudan,50 ,30 ,90 ,110 ,80 ,60 ,40 ,50 ,50 ,50 ,60 ,100 ,60 ,50 ,100 ,140 ,60 ,50 ,60 ,50 ,60 ,90 ,70 ,80 ,60 ,60 ,130 ,190 ,90 ,70 ,60 ,110 ,60 ,70 ,70 ,110 ,80 ,70 ,160 ,180 ,90 ,80 ,40 ,0 ,0 ,0 ,0 ,10 ,10 ,10,10,
4106,Tunisia,40 ,30 ,30 ,30 ,40 ,30 ,40 ,40 ,30 ,40 ,40 ,40 ,30 ,30 ,20 ,40 ,50 ,30 ,50 ,30 ,40 ,30 ,30 ,40 ,20 ,30 ,30 ,20 ,50 ,30 ,40 ,40 ,20 ,20 ,50 ,30 ,30 ,40 ,40 ,30 ,50 ,20 ,20 ,0 ,0 ,0 ,10 ,0 ,0 ,0,0,
4107,Western Sahara,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
4108,Sp North Africa,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
4111,South Sudan,10 ,10 ,0 ,20 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,20 ,20 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,20 ,20 ,20 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,20 ,30 ,30 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
4201,Bahrain,60 ,40 ,40 ,50 ,50 ,40 ,30 ,60 ,20 ,20 ,50 ,100 ,70 ,20 ,60 ,50 ,40 ,40 ,40 ,50 ,30 ,20 ,100 ,100 ,50 ,40 ,50 ,30 ,50 ,30 ,30 ,30 ,20 ,40 ,60 ,90 ,80 ,30 ,40 ,60 ,30 ,20 ,20 ,0 ,10 ,0 ,0 ,10 ,0 ,0,0,
4202,Gaza Str/W Bank,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
4203,Iran,"2,020 ","1,430 ","1,590 ","2,640 ","2,340 ","1,670 ","2,580 ","3,800 ","1,610 ","1,840 ","1,780 ","1,910 ","2,190 ","1,470 ","1,840 ","2,790 ","2,710 ","1,890 ","2,820 ","4,120 ","1,670 ","1,920 ","1,940 ","1,820 ","1,840 ","1,350 ","1,720 ","2,630 ","2,090 ","1,620 ","2,370 ","2,970 ","1,490 ","1,840 ","1,560 ","1,770 ","1,630 ","1,590 ","1,720 ","2,330 ","1,950 ","1,440 ",330 ,250 ,260 ,300 ,260 ,260 ,140 ,150,90,
4204,Iraq,380 ,250 ,370 ,290 ,320 ,300 ,280 ,320 ,240 ,250 ,370 ,480 ,400 ,240 ,340 ,420 ,390 ,250 ,360 ,330 ,240 ,300 ,390 ,500 ,420 ,430 ,380 ,410 ,350 ,320 ,400 ,370 ,290 ,280 ,340 ,490 ,390 ,480 ,390 ,300 ,320 ,280 ,90 ,10 ,10 ,10 ,20 ,30 ,30 ,50,30,
4205,Israel,900 ,"1,180 ",890 ,"1,120 ","1,400 ","1,320 ","1,290 ","1,250 ",890 ,660 ,840 ,"1,110 ",950 ,"1,230 ",920 ,"1,340 ","1,530 ","1,360 ","1,630 ","1,240 ",890 ,750 ,820 ,"1,120 ","1,130 ","1,040 ","1,020 ","1,300 ","1,580 ","1,300 ","1,280 ","1,420 ","1,020 ",710 ,810 ,990 ,870 ,"1,610 ",950 ,"1,390 ","1,640 ","1,320 ","1,050 ",130 ,40 ,70 ,70 ,90 ,50 ,50,30,
4206,Jordan,300 ,180 ,330 ,340 ,350 ,260 ,280 ,340 ,230 ,330 ,320 ,340 ,270 ,260 ,260 ,380 ,410 ,350 ,380 ,320 ,240 ,370 ,340 ,390 ,290 ,250 ,280 ,400 ,400 ,290 ,300 ,260 ,240 ,370 ,370 ,360 ,240 ,260 ,290 ,370 ,370 ,300 ,150 ,0 ,60 ,10 ,20 ,30 ,30 ,40,10,
4207,Kuwait,400 ,150 ,600 ,420 ,180 ,170 ,140 ,200 ,130 ,350 ,450 ,880 ,360 ,160 ,490 ,400 ,160 ,150 ,130 ,160 ,110 ,320 ,410 ,730 ,160 ,150 ,380 ,300 ,180 ,150 ,120 ,110 ,100 ,220 ,410 ,770 ,170 ,130 ,350 ,220 ,170 ,120 ,30 ,110 ,40 ,10 ,10 ,20 ,10 ,10,20,
4208,Lebanon,950 ,600 ,670 ,940 ,"1,020 ",690 ,880 ,860 ,760 ,730 ,900 ,"1,280 ",880 ,630 ,680 ,930 ,"1,190 ",760 ,"1,180 ","1,080 ",880 ,870 ,910 ,"1,290 ",910 ,670 ,730 ,"1,030 ","1,160 ",830 ,950 ,780 ,820 ,950 ,960 ,"1,090 ",750 ,810 ,650 ,830 ,910 ,610 ,320 ,0 ,90 ,30 ,320 ,100 ,60 ,30,60,
4211,Oman,200 ,100 ,390 ,410 ,170 ,150 ,100 ,140 ,160 ,440 ,340 ,280 ,180 ,140 ,460 ,350 ,190 ,150 ,100 ,90 ,130 ,400 ,270 ,250 ,150 ,170 ,520 ,320 ,150 ,150 ,100 ,130 ,100 ,350 ,300 ,220 ,170 ,140 ,490 ,360 ,140 ,120 ,690 ,10 ,10 ,10 ,40 ,10 ,10 ,20,30,
4212,Qatar,290 ,30 ,50 ,20 ,30 ,30 ,30 ,30 ,30 ,30 ,90 ,220 ,80 ,20 ,40 ,30 ,10 ,20 ,40 ,20 ,20 ,40 ,150 ,460 ,80 ,60 ,30 ,60 ,30 ,30 ,30 ,50 ,20 ,40 ,190 ,540 ,70 ,40 ,50 ,50 ,30 ,10 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,10,0,
4213,Saudi Arabia,"1,970 ",810 ,"2,430 ","3,640 ","1,240 ",860 ,670 ,820 ,930 ,"1,930 ","1,450 ","1,800 ","1,790 ","1,060 ","2,320 ","3,260 ","1,090 ",670 ,620 ,630 ,790 ,"1,830 ","1,900 ","2,040 ",960 ,880 ,"2,140 ","3,670 ","1,070 ",780 ,710 ,870 ,890 ,"1,740 ","1,860 ","2,100 ",930 ,890 ,"2,480 ","4,150 ","1,550 ","1,140 ",270 ,0 ,640 ,630 ,30 ,490 ,230 ,240,270,
4214,Syria,80 ,70 ,90 ,130 ,100 ,90 ,90 ,100 ,100 ,100 ,150 ,150 ,140 ,150 ,120 ,190 ,150 ,110 ,160 ,150 ,140 ,160 ,190 ,240 ,180 ,170 ,150 ,240 ,150 ,100 ,160 ,190 ,140 ,220 ,280 ,280 ,230 ,150 ,150 ,210 ,140 ,120 ,50 ,0 ,0 ,0 ,0 ,10 ,10 ,0,10,
4215,Turkey,920 ,550 ,730 ,730 ,"1,130 ","1,010 ",840 ,800 ,830 ,870 ,"1,080 ",960 ,890 ,620 ,730 ,910 ,"1,220 ","1,060 ",910 ,930 ,770 ,"1,000 ",980 ,"1,110 ",860 ,660 ,740 ,870 ,"1,040 ",950 ,930 ,780 ,820 ,"1,020 ","1,010 ","1,000 ",790 ,700 ,710 ,990 ,"1,040 ",880 ,670 ,40 ,110 ,180 ,190 ,180 ,120 ,80,80,
4216,United Arab Emirates,440 ,210 ,320 ,310 ,140 ,140 ,260 ,250 ,220 ,220 ,"1,250 ","3,200 ",570 ,190 ,300 ,370 ,190 ,150 ,220 ,280 ,220 ,240 ,980 ,"3,310 ",500 ,210 ,330 ,260 ,170 ,150 ,170 ,260 ,130 ,330 ,950 ,"3,090 ",320 ,210 ,310 ,290 ,160 ,160 ,400 ,0 ,0 ,0 ,0 ,10 ,0 ,10,10,
4217,Yemen,20 ,10 ,20 ,30 ,20 ,10 ,20 ,30 ,20 ,10 ,20 ,30 ,20 ,20 ,30 ,40 ,20 ,10 ,20 ,20 ,20 ,40 ,40 ,50 ,40 ,20 ,30 ,60 ,20 ,20 ,10 ,40 ,20 ,30 ,30 ,40 ,30 ,20 ,40 ,60 ,20 ,20 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
